gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AvgMonthlyRevenue,ContractMonths,HighValue,Cluster,PCA1,PCA2,silhouette,TSNE1,TSNE2,MonthlyBin,LTV,TotalRevenue
Male,No,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,208,No,0,18.90909091,1,0,1,-4.388320587,0.090831396,0.317380472,-57.281364,-26.52004,"(18.249, 25.05]",20.25,208
Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No,0,73.64903846,1,1,2,-0.114959356,-1.918430521,0.184250823,45.47962,-26.858364,"(58.83, 79.1]",72.95,3829.75
Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,No,2,88.24333333,1,1,2,1.929749057,-1.628516336,0.093309763,33.224293,-41.054863,"(79.1, 94.25]",89.45,5294.6
Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No,4,107.653125,12,1,0,3.990682618,0.094403631,0.156615071,29.425173,11.828709,"(94.25, 118.75]",1255.8,6889.8
Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No,4,75.68255814,24,1,0,1.7719591,2.65695324,0.134692953,36.905033,35.87962,"(58.83, 79.1]",1804.8,3254.35
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No,3,104.6540984,12,1,0,2.962561764,0.231810457,0.110972619,27.274412,-2.9795194,"(94.25, 118.75]",1213.8,6383.9
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,0,44.4,1,0,1,-3.315315844,-0.865513628,0.12243957,-2.7047353,2.3661578,"(25.05, 58.83]",44.4,44.4
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,2,95.54,1,1,2,0.611778158,-3.635898057,0.287111697,55.627266,-21.92192,"(79.1, 94.25]",89.5,477.7
Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,No,4,67.38712121,24,0,0,1.968031792,2.828408883,0.158346572,34.91499,29.454151,"(58.83, 79.1]",1650,4447.55
Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,No,6,109.269403,24,1,0,5.32245632,1.338031769,0.244520816,50.788628,31.388344,"(94.25, 118.75]",2665.2,7321.05
Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99,4135,No,4,98.45238095,24,1,0,3.249270478,1.400124018,0.151435399,42.294064,47.521942,"(94.25, 118.75]",2376,4135
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,1,86.05,1,1,2,0.228482765,-3.270601298,0.272586716,49.500355,-25.889702,"(79.1, 94.25]",86.05,86.05
Female,No,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21,697.7,No,0,22.50645161,24,0,1,-3.55287591,3.159763362,0.367530084,-48.235416,44.42123,"(18.249, 25.05]",504,697.7
Male,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,168.65,No,0,24.09285714,1,0,1,-4.13880012,-0.366048117,0.261744893,-66.812004,-24.580158,"(18.249, 25.05]",19.4,168.65
Male,No,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes,2,43.575,1,0,2,-1.213461188,-1.882638853,0.135460797,-10.868194,35.355824,"(25.05, 58.83]",44.55,174.3
Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,No,3,80.99411765,12,1,0,1.340740417,0.785459066,0.037540435,18.600035,-3.2144802,"(58.83, 79.1]",926.4,2753.8
Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.45,69.25,No,0,23.08333333,12,0,1,-4.011244828,0.275153127,0.27634844,-63.037403,27.539017,"(18.249, 25.05]",233.4,69.25
Female,No,Yes,Yes,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,No,0,22.88421053,1,0,1,-3.242429776,0.33837315,0.128541213,-13.633927,25.640354,"(18.249, 25.05]",24.85,434.8
Male,No,Yes,Yes,31,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes,2,34.75806452,1,0,1,-1.510122363,1.344405135,0.049532944,-9.180248,29.21581,"(25.05, 58.83]",35.4,1077.5
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,2,95.65,1,1,2,0.050719559,-2.170926391,0.191789004,-7.365289,-4.9733024,"(94.25, 118.75]",95.65,95.65
Male,No,No,No,3,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,No,3,35.75,1,0,2,-1.686607637,0.417652164,-0.018671207,-12.475584,18.49741,"(25.05, 58.83]",41.35,107.25
Male,No,Yes,No,46,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.6,851.2,No,0,18.50434783,1,0,1,-3.325466444,0.143507814,0.206978234,-42.54784,-17.45841,"(18.249, 25.05]",19.6,851.2
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.95,20.95,Yes,0,20.95,1,0,1,-4.456878955,-0.076576665,0.305770296,-70.77799,-3.0656705,"(18.249, 25.05]",20.95,20.95
Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No,2,84.76231884,12,1,0,1.743119984,1.237717592,0.080590634,17.477821,3.0279317,"(79.1, 94.25]",1013.4,5848.6
Male,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,109.8,No,0,21.96,1,0,1,-4.419036596,-0.012308874,0.311879212,-58.338684,-27.7434,"(18.249, 25.05]",20.25,109.8
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.65,19.65,No,0,19.65,1,0,1,-4.112160864,-0.261946167,0.257009898,-46.71752,-18.170506,"(18.249, 25.05]",19.65,19.65
Male,No,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.65,595.5,No,0,22.90384615,12,0,1,-3.208760443,0.784392586,0.233471981,-37.686848,13.492772,"(18.249, 25.05]",247.8,595.5
Female,Yes,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,1,32.98,1,0,2,-1.879570241,-2.06828857,0.099600618,-5.518216,42.198753,"(25.05, 58.83]",34.7,329.8
Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,No,4,100.54,24,1,0,2.327850749,0.648673192,0.062727534,47.030407,26.433283,"(94.25, 118.75]",2383.2,2513.5
Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No,2,80.23984375,1,1,2,1.007899514,-0.132084397,0.073063171,-20.78233,-26.012798,"(79.1, 94.25]",81.05,5135.35
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,No,4,66.67333333,1,0,0,1.22860701,0.482733419,-0.023274469,-20.581717,-25.90757,"(58.83, 79.1]",67.6,2000.2
Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,No,0,71.67307692,1,0,2,-1.358620712,-2.76441462,0.232757869,-40.44953,-34.50503,"(58.83, 79.1]",70.15,931.75
Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115,7396.15,No,6,115.5648438,12,1,0,5.635702483,-0.070733605,0.227723489,30.620226,-2.5009434,"(94.25, 118.75]",1380,7396.15
Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No,2,86.06195652,1,1,2,1.213982567,-0.661978182,0.097004727,3.045216,-45.92872,"(79.1, 94.25]",84.8,3958.85
Female,No,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.7,260.9,No,0,21.74166667,12,0,1,-4.149273385,0.780053691,0.322613933,-65.52049,15.018436,"(18.249, 25.05]",236.4,260.9
Female,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Yes,0,19.82,1,0,1,-3.939787104,-0.070457343,0.264935782,-49.559517,-7.2435384,"(18.249, 25.05]",19.75,297.3
Male,No,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,Yes,2,89.12352941,1,1,2,1.183917451,-2.157727093,0.202398763,-21.875088,-30.052637,"(79.1, 94.25]",92.55,1515.1
Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,No,3,62.83076923,1,0,2,-0.321839422,0.16663428,0.060291401,-11.534622,5.7277503,"(58.83, 79.1]",63.15,816.8
Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74,4868.4,No,4,72.66268657,24,1,0,2.510459999,3.821228408,0.205983401,34.542297,49.340553,"(58.83, 79.1]",1776,4868.4
Male,No,Yes,No,24,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688,No,1,28.66666667,1,0,2,-2.112674033,-0.370783207,-0.004347604,-13.523422,34.742344,"(25.05, 58.83]",29.1,688
Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,288.35,No,1,48.05833333,1,0,1,-2.545633791,-0.444317027,0.068091588,-24.027328,3.5365417,"(25.05, 58.83]",50.05,288.35
Male,Yes,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,Yes,2,60.93679245,12,0,2,0.760083158,0.001003237,0.052230035,35.442474,-12.685744,"(58.83, 79.1]",720.6,3229.65
Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Yes,1,73.640625,1,1,2,-0.194177604,-1.563945752,0.171090895,29.0713,-27.021978,"(58.83, 79.1]",74.3,1178.25
Male,No,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20,185.4,No,0,18.54,1,0,1,-3.90593859,-0.770496685,0.193040126,-44.325684,-20.0514,"(18.249, 25.05]",20,185.4
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,966.25,No,1,74.32692308,12,1,2,-0.940644462,-1.095885788,0.073659306,5.1103487,4.356144,"(58.83, 79.1]",895.8,966.25
Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,Yes,1,84.28888889,1,1,2,-0.015130114,-3.082767404,0.292662473,-31.397154,-44.715813,"(79.1, 94.25]",85.35,758.6
Female,No,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,1863.8,Yes,5,74.552,12,1,0,1.187195741,1.017585346,0.048924357,9.780297,6.9431963,"(58.83, 79.1]",891.6,1863.8
Male,Yes,No,No,7,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,No,3,37.97142857,1,0,2,-0.524366864,-1.632498196,0.139200716,-2.387382,42.03198,"(25.05, 58.83]",44.4,265.8
Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297,No,5,86.76315789,24,1,0,3.180449227,2.429282913,0.20132419,43.63306,34.38393,"(79.1, 94.25]",2049.6,3297
Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,No,3,95.51860465,1,1,2,2.358180818,-1.582868988,0.080014528,11.229524,-41.703045,"(79.1, 94.25]",94.1,4107.3
Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Yes,4,99.075,1,1,2,1.703374653,-1.614573687,0.116625462,8.03657,-46.126183,"(94.25, 118.75]",98.1,396.3
Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,No,5,112.362,24,1,0,3.748890336,0.006447954,0.109232848,55.668865,23.138573,"(94.25, 118.75]",2613.6,2809.05
Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,1567.55,No,2,58.05740741,12,0,1,-1.241994535,1.146643701,0.07933933,4.1196404,9.720444,"(25.05, 58.83]",674.4,1567.55
Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,26.1,1851.45,No,0,25.71458333,24,0,1,-2.585457823,3.673830833,0.321636299,-34.14939,66.40052,"(25.05, 58.83]",626.4,1851.45
Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,No,2,84.91478873,12,1,0,1.932527273,0.861263809,0.06514068,26.17572,15.005002,"(79.1, 94.25]",1025.4,6028.95
Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,No,2,86.36458333,1,1,2,1.073635983,-1.60353262,0.167117995,16.751497,-26.285725,"(79.1, 94.25]",88.95,2072.75
Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,Yes,5,111.023,24,1,0,4.455537645,0.324906035,0.166622736,53.12074,23.30947,"(94.25, 118.75]",2631.6,5551.15
Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,No,4,75.74298246,24,1,0,2.084014512,1.683507337,0.115232901,45.710884,26.634214,"(58.83, 79.1]",1784.4,4317.35
Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,No,1,49.12,1,0,2,-1.860143324,-1.368648907,0.080186544,-10.946748,-56.13288,"(25.05, 58.83]",48.85,736.8
Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,No,1,84.0375,1,1,2,-0.335760788,-2.736262628,0.259712044,-34.59148,-35.11754,"(79.1, 94.25]",80.1,336.15
Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,No,2,54.38035714,1,0,2,-0.944288246,-0.842011155,0.110796972,-10.348996,-53.79634,"(25.05, 58.83]",56.05,1522.65
Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Yes,0,69.21111111,1,1,2,-0.833319782,-3.333891148,0.248048394,35.490814,-50.262714,"(58.83, 79.1]",74.55,622.9
Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,No,2,90.17454545,1,1,2,1.719220994,-0.844154317,0.074249641,4.0573926,-45.64261,"(79.1, 94.25]",89.8,4959.6
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,Yes,3,109.9833333,1,1,2,1.729633759,-3.26170426,0.218892462,-24.124182,-44.225113,"(94.25, 118.75]",100.95,329.95
Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,3,104.885,1,1,2,1.387918001,-2.996429042,0.229849894,-23.265017,-44.84176,"(94.25, 118.75]",94.9,1048.85
Male,No,No,Yes,55,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.1,1001.5,No,0,18.20909091,12,0,1,-3.364558205,1.682609083,0.300302481,-45.855747,19.905903,"(18.249, 25.05]",229.2,1001.5
Female,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,442.6,No,0,22.13,1,0,1,-4.054643615,1.062419094,0.320886239,-55.81113,0.16618492,"(18.249, 25.05]",20.35,442.6
Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No,4,108.1209677,12,1,0,4.111833648,0.870994491,0.18647292,34.053528,7.723617,"(94.25, 118.75]",1272.6,6703.5
Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,Yes,4,104.7359375,1,1,0,3.364500296,-2.29997964,-0.046817279,48.660103,-17.215343,"(94.25, 118.75]",104.9,3351.55
Female,No,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.65,779.25,No,0,18.12209302,24,0,1,-3.052777395,1.904310796,0.287931126,-29.770721,44.54247,"(18.249, 25.05]",471.6,779.25
Male,No,Yes,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,Yes,0,28.86666667,12,0,1,-2.963346767,0.565396478,0.132982515,-2.6124923,22.939627,"(18.249, 25.05]",289.2,259.8
Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,No,3,58.0575,24,0,0,0.719530062,3.035198364,0.055005481,33.01057,32.61365,"(58.83, 79.1]",1436.4,3483.45
Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No,5,84.31896552,24,1,0,3.715775325,1.485897865,0.192649652,47.628483,32.323967,"(79.1, 94.25]",2066.4,4890.5
Male,No,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,136.75,No,0,19.53571429,12,0,1,-4.259462486,1.198078626,0.327389413,-57.58697,27.074038,"(18.249, 25.05]",233.4,136.75
Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,No,3,92.075,1,1,2,0.892020186,-1.680350461,0.171973249,-21.514961,-28.45756,"(94.25, 118.75]",97.1,184.15
Male,Yes,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315,No,2,35.54054054,1,0,2,-1.113266657,-0.889925271,0.072701572,-1.9617339,42.736282,"(25.05, 58.83]",36.65,1315
Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No,4,104.1092308,12,1,0,4.176422332,0.174433639,0.159481786,39.415134,-6.5505414,"(94.25, 118.75]",1246.8,6767.1
Female,No,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,757.95,No,0,19.43461538,24,0,1,-3.524796351,3.293887832,0.370256224,-47.88034,44.112877,"(18.249, 25.05]",474,757.95
Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890,Yes,4,104.3939394,12,1,0,4.08598816,-0.520824271,0.138316929,21.310072,-10.6833,"(94.25, 118.75]",1248.6,6890
Male,No,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.55,1657.4,No,0,24.37352941,24,0,1,-2.854635855,2.759410242,0.309829413,-31.118334,56.402584,"(18.249, 25.05]",589.2,1657.4
Female,No,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No,4,48.525,24,0,0,1.048505811,3.796526286,0.08336339,12.037744,39.120598,"(25.05, 58.83]",1168.8,3008.55
Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,3,87.35,1,1,2,0.335286629,-1.733475773,0.190077097,-18.493511,-4.79984,"(79.1, 94.25]",88.35,262.05
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No,5,113.4041667,24,1,0,5.300566429,0.994251781,0.23195952,53.753357,24.277483,"(94.25, 118.75]",2629.2,8165.1
Female,No,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.65,875.55,No,0,21.35487805,24,0,1,-2.926247608,3.022371122,0.312027473,-0.64617777,60.672596,"(18.249, 25.05]",495.6,875.55
Male,No,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes,3,91.35,1,1,2,1.452480566,-0.107120837,0.0510178,6.062692,-23.43881,"(94.25, 118.75]",94.65,2649.15
Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,2,55.1625,1,0,2,-1.331038935,-1.244353644,0.115304641,-10.518816,-53.98613,"(25.05, 58.83]",55.2,220.65
Male,No,No,No,53,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.05,1301.9,No,0,24.56415094,12,0,1,-2.824597195,1.084082221,0.252419672,-44.818993,17.733215,"(18.249, 25.05]",288.6,1301.9
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,0,74.4,1,1,2,-0.746862024,-3.100999586,0.234086383,48.985897,-28.231642,"(58.83, 79.1]",74.4,74.4
Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,5,81.12682927,1,1,0,2.554475632,1.553962988,0.11906542,8.270274,-25.961723,"(79.1, 94.25]",79.9,3326.2
Male,No,Yes,No,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.45,790,No,0,20.25641026,24,0,1,-2.877242864,2.241042024,0.292652577,-21.272606,58.615376,"(18.249, 25.05]",490.8,790
Male,No,Yes,No,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.25,1237.65,No,0,19.6452381,24,0,1,-3.258109897,3.179872181,0.350814409,-33.67888,59.401554,"(18.249, 25.05]",462,1237.65
Male,No,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.35,378.6,No,0,25.24,1,0,1,-3.072597663,-1.203629541,0.099323504,-43.048103,-19.59052,"(25.05, 58.83]",26.35,378.6
Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No,0,45.58846154,12,0,1,-2.256279969,-0.433499824,0.056899331,-46.551003,13.188994,"(25.05, 58.83]",525.6,592.65
Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,1,50.15,1,0,2,-2.320905214,-1.130181811,0.002082156,-25.530832,4.293192,"(25.05, 58.83]",50.15,50.15
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,20.45,No,0,20.45,24,0,1,-4.118603232,1.880373274,0.338302426,-33.655357,54.180435,"(18.249, 25.05]",490.8,20.45
Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes,0,70.10625,1,0,2,-1.28421478,-3.262696227,0.232612345,53.253292,-30.274109,"(58.83, 79.1]",69.7,560.85
Male,No,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,3,60.6375,24,0,0,0.783059896,1.80649757,0.031653155,33.616047,30.097916,"(58.83, 79.1]",1473.6,3638.25
Female,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes,3,88.35,1,1,2,1.947668166,-2.777746711,0.166845482,35.27952,-41.665535,"(94.25, 118.75]",98.1,1060.2
Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,3,73.04375,12,1,0,1.244188304,1.263996718,0.051735508,25.309393,14.064031,"(58.83, 79.1]",849,2921.75
Female,No,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,3,60.87045455,24,0,0,1.024454691,2.168501035,0.07081312,32.262043,32.411003,"(58.83, 79.1]",1467.6,4017.45
Male,No,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,854.9,No,0,20.3547619,12,0,1,-3.657170131,2.09035426,0.339167731,-53.93391,25.593456,"(18.249, 25.05]",243,854.9
Female,Yes,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,3,63.24772727,12,0,0,1.553501169,0.996635529,0.051545097,35.28171,0.81925726,"(58.83, 79.1]",766.2,4174.35
Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,3,100.4193878,1,1,2,2.346586725,-1.926585079,0.089111336,-20.078981,-39.055298,"(94.25, 118.75]",98.7,4920.55
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,Yes,0,20.5,1,0,1,-4.466983394,-0.07116432,0.306482325,-71.17446,-3.1875048,"(18.249, 25.05]",20.5,20.5
Female,No,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20,810.3,No,0,19.76341463,24,0,1,-3.669876016,2.453615365,0.354872841,-38.286255,46.364223,"(18.249, 25.05]",480,810.3
